log10_frequency,log10_power,aggregation_level,hurst_estimate
-3.5212688755983854,9.816244734591953,1,0.5668873604966087
-3.220238879934404,10.0261341524804,1,0.5668873604966087
-3.044147620878723,10.272755850846677,1,0.5668873604966087
-2.919208884270423,8.902711979700813,1,0.5668873604966087
-2.8222988712623662,9.841650834306517,1,0.5668873604966087
-2.7431176252147416,9.714088586397969,1,0.5668873604966087
-2.6761708355841285,8.715223619160694,1,0.5668873604966087
-2.6181788886064417,9.17817866080994,1,0.5668873604966087
-2.56702636615906,9.041718812738774,1,0.5668873604966087
-2.5212688755983854,9.292358695893686,1,0.5668873604966087
-2.47987619044016,5.607655132528864,1,0.5668873604966087
-2.4420876295507603,9.122706086401209,1,0.5668873604966087
-2.4073255232915485,9.01609406151985,1,0.5668873604966087
-2.3751408399201472,8.183962388093368,1,0.5668873604966087
-2.345177616542704,8.419150696873878,1,0.5668873604966087
-2.3171488929424604,7.775433533476155,1,0.5668873604966087
-2.2908199542201118,6.768357813283753,1,0.5668873604966087
-2.265996370495079,8.2245689092718,1,0.5668873604966087
-2.242515274645556,7.551565488959103,1,0.5668873604966087
-2.220238879934404,8.305345138556346,1,0.5668873604966087
-2.199049580864466,8.790423443064146,1,0.5668873604966087
-2.1788461947761792,5.835493064246816,1,0.5668873604966087
-2.1595410395807924,8.420424778492132,1,0.5668873604966087
-2.141057633886779,8.423031816080112,1,0.5668873604966087
-2.1233288669263475,8.28661614478565,1,0.5668873604966087
-2.106295527627567,7.58418676351051,1,0.5668873604966087
-2.089905111439398,8.175258483012021,1,0.5668873604966087
-2.074110844256166,8.604762519847192,1,0.5668873604966087
-2.0588708776994293,7.222276270775509,1,0.5668873604966087
-2.044147620878723,8.196779350617641,1,0.5668873604966087
-2.0299071817641123,8.192233986971223,1,0.5668873604966087
-2.016118897278479,7.471751827052747,1,0.5668873604966087
-2.002754935720498,6.064242928197595,1,0.5668873604966087
-1.98978995855613,6.746560570516862,1,0.5668873604966087
-1.9772008312481093,7.115927961348215,1,0.5668873604966087
-1.964966374831098,8.213239121627478,1,0.5668873604966087
-1.9530671515313904,6.83623745649498,1,0.5668873604966087
-1.941485278981575,7.847517632543106,1,0.5668873604966087
-1.930204268571886,8.335009724045591,1,0.5668873604966087
-1.919208884270423,7.223616061532601,1,0.5668873604966087
-1.9084850188786495,7.799535584354996,1,0.5668873604966087
-1.8980195852004849,7.792756841061226,1,0.5668873604966087
-1.8878004200187988,8.229267389568472,1,0.5668873604966087
-1.8778161991121975,5.8581500511627285,1,0.5668873604966087
-1.8680563618230412,7.89387287926442,1,0.5668873604966087
-1.858511043916811,8.24862911301386,1,0.5668873604966087
-1.849171017662668,7.328103553825001,1,0.5668873604966087
-1.840027638222798,7.454943955781805,1,0.5668873604966087
-1.831072795569872,7.584059182259726,1,0.5668873604966087
-1.8222988712623664,7.012246497011417,1,0.5668873604966087
-1.813698699500449,7.528727796989392,1,0.5668873604966087
-1.805265531963586,5.955838046864748,1,0.5668873604966087
-1.7969930059975965,7.134054561183205,1,0.5668873604966087
-1.7888751157754168,8.197723459610515,1,0.5668873604966087
-1.7809061861041413,6.526514940129336,1,0.5668873604966087
-1.7730808485921847,7.418028874625154,1,0.5668873604966087
-1.7653940199258935,7.989284203311161,1,0.5668873604966087
-1.757840882035448,7.837569962182901,1,0.5668873604966087
-1.750416863956241,6.98480924462288,1,0.5668873604966087
-1.7431176252147416,7.398968970316636,1,0.5668873604966087
-1.7359390405876185,8.203074760338984,1,0.5668873604966087
-1.7288771861001313,6.823751324649316,1,0.5668873604966087
-1.7219283261448035,7.40550858133163,1,0.5668873604966087
-1.715088901614498,8.029375960177598,1,0.5668873604966087
-1.7083555189555295,7.053783479312849,1,0.5668873604966087
-1.7017249400565166,6.575949909754782,1,0.5668873604966087
-1.6951940728975587,7.1942826755834215,1,0.5668873604966087
-1.6887599628921488,6.903057763909263,1,0.5668873604966087
-1.68241978486113,7.876747050473575,1,0.5668873604966087
-1.6761708355841285,5.873651772924994,1,0.5668873604966087
-1.67001052687931,7.201269375940244,1,0.5668873604966087
-1.663936379167117,8.054088896895655,1,0.5668873604966087
-1.6579460154779293,6.807237868432459,1,0.5668873604966087
-1.652037155867409,7.115112599495607,1,0.5668873604966087
-1.646207612206685,7.686983751351414,1,0.5668873604966087
-1.6404552833175938,8.003406417615954,1,0.5668873604966087
-1.6347781504259034,5.383468117474012,1,0.5668873604966087
-1.6291742729079048,7.298372131268042,1,0.5668873604966087
-1.6236417843079438,8.179769826878,1,0.5668873604966087
-1.6181788886064417,7.078663530598221,1,0.5668873604966087
-1.6127838567197357,7.201854914182887,1,0.5668873604966087
-1.6074550232146685,7.73203060501471,1,0.5668873604966087
-1.6021907832223112,7.184159541796705,1,0.5668873604966087
-1.5969895895365036,7.316735071395691,1,0.5668873604966087
-1.5918499498840926,6.610112735031303,1,0.5668873604966087
-1.5867704243548175,7.429082983395009,1,0.5668873604966087
-1.5817496229797667,8.18859783708827,1,0.5668873604966087
-1.5767862034482167,6.291521323835029,1,0.5668873604966087
-1.5718788689534724,7.243356902663754,1,0.5668873604966087
-1.5670263661590604,7.942059245112725,1,0.5668873604966087
-1.5622274832772916,7.515737416494689,1,0.5668873604966087
-1.55748104825283,6.4142298740755725,1,0.5668873604966087
-1.5527859270444502,7.262525278727862,1,0.5668873604966087
-1.5481410219986866,8.135904346876147,1,0.5668873604966087
-1.5435452703095374,7.021371639865943,1,0.5668873604966087
-1.5389976425588168,6.87512130137462,1,0.5668873604966087
-1.5344971413321404,8.442388273137494,1,0.5668873604966087
-1.5300427999058903,7.28959520309902,1,0.5668873604966087
-1.5256336810008353,6.365386555363484,1,0.5668873604966087
-1.5212688755983852,8.430636444313532,1,0.5668873604966087
-1.5169475018157426,6.69564385639119,1,0.5668873604966087
-1.5126687038364677,7.458592876400156,1,0.5668873604966087
-1.508431650893213,5.854592299549981,1,0.5668873604966087
-1.504235536299605,5.889147538540127,1,0.5668873604966087
-1.5000795765284471,7.769427618382452,1,0.5668873604966087
-1.495963010333615,7.314557985613263,1,0.5668873604966087
-1.4918850979131757,6.636538865701174,1,0.5668873604966087
-1.4878451201114355,7.333966125588115,1,0.5668873604966087
-1.4838423776577616,7.710196144492669,1,0.5668873604966087
-1.4798761904401605,6.129181906502259,1,0.5668873604966087
-1.4759458968117278,6.988060212822927,1,0.5668873604966087
-1.4720508529282037,7.852579473121736,1,0.5668873604966087
-1.4681904321149657,6.902105949507694,1,0.5668873604966087
-1.4643640242619127,6.805892810504282,1,0.5668873604966087
-1.4605710352447736,7.6666792817001905,1,0.5668873604966087
-1.4568108863714668,6.919195551299002,1,0.5668873604966087
-1.4530830138522235,7.506213037210462,1,0.5668873604966087
-1.44938686829226,6.481890145953587,1,0.5668873604966087
-1.4457219142058544,7.097308028772032,1,0.5668873604966087
-1.4420876295507603,7.748409030502652,1,0.5668873604966087
-1.4384835052819351,5.769394313439199,1,0.5668873604966087
-1.434909044923637,6.663209365817131,1,0.5668873604966087
-1.4313637641589874,7.821635701599573,1,0.5668873604966087
-1.4278471904361505,7.424032191849776,1,0.5668873604966087
-1.4243588625903287,5.953943347017027,1,0.5668873604966087
-1.4208983304808225,7.097383440434069,1,0.5668873604966087
-1.4174651546424284,8.075945652686926,1,0.5668873604966087
-1.4140589059505169,6.90315728300679,1,0.5668873604966087
-1.4106791652991364,6.135198606439137,1,0.5668873604966087
-1.4073255232915485,7.927057305195147,1,0.5668873604966087
-1.403997579942621,6.677595019680076,1,0.5668873604966087
-1.4006949443925354,6.813910097147373,1,0.5668873604966087
-1.3974172346312994,7.148863295795506,1,0.5668873604966087
-1.3941640772335775,7.274044347683244,1,0.5668873604966087
-1.390935107103379,7.742338782203159,1,0.5668873604966087
-1.3877299672281678,6.176618637894811,1,0.5668873604966087
-1.3845483084419783,6.879503290445762,1,0.5668873604966087
