target,mean_size,std_size,mean_duration,std_duration,mean_interval,std_interval
lan-gateway-10s,12417.0,2067.0,4.994126,0.3867630000000002,0.010108999999999924,0.0
iperf,5.267441860465116,3.2076377550387494,0.00040458536585368405,0.0010749308083372697,0.1135998588235294,0.05308956978477988
