timestamp,sent_time_seconds,jitter_ms
2025-04-10 00:55:54,0,
2025-04-10 00:55:54,0.100061,
2025-04-10 00:55:54,0.200061,
2025-04-10 00:55:54,0.300061,
2025-04-10 00:55:54,0.40006,
2025-04-10 00:55:54,0.500061,
2025-04-10 00:55:54,0.600066,
2025-04-10 00:55:54,0.700068,
2025-04-10 00:55:54,0.800076,
2025-04-10 00:55:54,0.900062,
2025-04-10 00:55:54,1.000062,
2025-04-10 00:55:54,1.100061,
2025-04-10 00:55:54,1.200061,
2025-04-10 00:55:54,1.30006,
2025-04-10 00:55:54,1.400077,
2025-04-10 00:55:54,1.500068,
2025-04-10 00:55:54,1.600185,
2025-04-10 00:55:54,1.700067,
2025-04-10 00:55:54,1.800069,
2025-04-10 00:55:54,1.900065,
2025-04-10 00:55:54,2.000068,
2025-04-10 00:55:54,2.100062,
2025-04-10 00:55:54,2.200061,
2025-04-10 00:55:54,2.300067,
2025-04-10 00:55:54,2.400064,
2025-04-10 00:55:54,2.50006,
2025-04-10 00:55:54,2.600067,
2025-04-10 00:55:54,2.700062,
2025-04-10 00:55:54,2.80007,
2025-04-10 00:55:54,2.90007,
2025-04-10 00:55:54,3.000077,
2025-04-10 00:55:54,3.100078,
2025-04-10 00:55:54,3.20007,
2025-04-10 00:55:54,3.300067,
2025-04-10 00:55:54,3.400068,
2025-04-10 00:55:54,3.500072,
2025-04-10 00:55:54,3.600064,
2025-04-10 00:55:54,3.700073,
2025-04-10 00:55:54,3.800066,
2025-04-10 00:55:54,3.900069,
2025-04-10 00:55:54,4.00006,
2025-04-10 00:55:54,4.100068,
2025-04-10 00:55:54,4.200071,
2025-04-10 00:55:54,4.300062,
2025-04-10 00:55:54,4.400067,
2025-04-10 00:55:54,4.500067,
2025-04-10 00:55:54,4.600067,
2025-04-10 00:55:54,4.700062,
2025-04-10 00:55:54,4.800086,
2025-04-10 00:55:54,4.900067,
2025-04-10 00:55:54,5.000068,
2025-04-10 00:55:54,5.100062,
2025-04-10 00:55:54,5.200067,
2025-04-10 00:55:54,5.30018,
2025-04-10 00:55:54,5.400064,
2025-04-10 00:55:54,5.500061,
2025-04-10 00:55:54,5.60006,
2025-04-10 00:55:54,5.700076,
2025-04-10 00:55:54,5.800074,
2025-04-10 00:55:54,5.90006,
2025-04-10 00:55:54,6.00007,
2025-04-10 00:55:54,6.100069,
2025-04-10 00:55:54,6.200069,
2025-04-10 00:55:54,6.300069,
