time_scale,idc,log10_idc
0.1,33.962413395241434,1.5309985439687015
0.5,130.37566009733197,2.115196520290987
1.0,362.89862871283515,2.5597853271325652
2.0,1004.80107916566,3.002080092829665
5.0,4212.911894982684,3.6245823767810252
10.0,12417.0,4.094016681120422
20.0,12417.0,4.094016681120422
50.0,12417.0,4.094016681120422
100.0,12417.0,4.094016681120422
200.0,12417.0,4.094016681120422
