time_scale,idc,log10_idc
0.1,6.206405006405006,0.7928401125803547
0.5,10.406951871657752,1.01732354611339
1.0,15.142857142857142,1.1802078252505135
2.0,19.85905205905206,1.297958514282812
5.0,37.994055944055944,1.579715657863711
10.0,117.2867132867133,2.0692488162664686
20.0,299.425641025641,2.476288987988105
50.0,715.0,2.8543060418010806
100.0,715.0,2.8543060418010806
200.0,715.0,2.8543060418010806
