time,inter_arrival,pkt_size,ttl
19.084908,0.11577600000000032,65226,64
19.084973,6.500000000286832e-05,65226,64
19.085002,2.8999999997836312e-05,818,64
19.085071,6.899999999987472e-05,66,64
19.201905,0.11683400000000077,65226,64
19.201964,5.9000000000253294e-05,65226,64
19.201986,2.200000000129876e-05,818,64
19.202045,5.899999999670058e-05,66,64
19.317902,0.11585700000000188,65226,64
19.317977,7.499999999893703e-05,65226,64
19.318007,3.0000000002416982e-05,818,64
19.318033,2.5999999998305157e-05,66,64
19.31809,5.7000000001750095e-05,66,64
19.434906,0.11681600000000003,65226,64
19.434964,5.799999999922534e-05,65226,64
19.435013,4.900000000063187e-05,818,64
19.435061,4.7999999999603915e-05,66,64
19.435108,4.699999999857596e-05,66,64
19.550919,0.11581100000000077,65226,64
19.551003,8.400000000108321e-05,65226,64
19.55104,3.6999999998954536e-05,818,64
19.551077,3.6999999998954536e-05,66,64
19.551121,4.39999999990448e-05,66,64
19.667923000000002,0.1168020000000034,65226,64
19.668017,9.399999999715192e-05,65226,64
19.668051,3.399999999942338e-05,818,64
19.668281,0.00023000000000195087,66,64
19.783921,0.11563999999999908,65226,64
19.784006,8.500000000211116e-05,65226,64
19.784044,3.799999999998249e-05,818,64
19.784055,1.0999999997096666e-05,66,64
19.784119,6.400000000184036e-05,66,64
19.900924,0.11680499999999938,65226,64
19.901007,8.300000000005525e-05,65226,64
19.901042,3.500000000045134e-05,818,64
19.901084,4.2000000000541604e-05,66,64
19.901129,4.500000000007276e-05,66,64
20.016959,0.11582999999999899,65226,64
20.017057,9.800000000126374e-05,65226,64
20.017098,4.099999999951365e-05,818,64
20.017315,0.00021699999999924557,66,64
20.071899,0.05458399999999841,67,64
20.072024,0.00012500000000059686,66,64
20.072096,7.199999999940587e-05,67,64
20.072113,1.7000000003264404e-05,66,64
20.072157,4.39999999990448e-05,70,64
20.07977,0.007612999999999204,66,64
20.115822,0.03605200000000153,66,64
20.11585,2.7999999996808356e-05,351,64
20.115887,3.700000000250725e-05,66,64
20.116017,0.0001299999999986312,70,64
20.159765,0.043748000000000786,66,64
20.159818,5.300000000119098e-05,339,64
20.159827,8.999999998593466e-06,66,64
20.159934,0.00010699999999985721,66,64
20.159977,4.300000000156956e-05,66,64
20.160053,7.599999999996498e-05,67,64
20.160082,2.8999999997836312e-05,66,64
20.160149,6.700000000137152e-05,66,64
20.160167,1.8000000000739647e-05,66,64
24.004024,3.843857,74,64
24.005272,0.00124800000000036,74,64
24.005286,1.4000000000180535e-05,66,64
24.005304,1.7999999997186933e-05,103,64
24.006037,0.0007330000000003167,66,64
24.006062,2.5000000000829914e-05,67,64
24.006066,4.000000000559112e-06,66,64
24.006112,4.6000000001100716e-05,70,64
24.051969,0.04585699999999804,66,64
24.051992,2.2999999998774e-05,185,64
24.052072,8.00000000005241e-05,66,64
24.052158,8.599999999958641e-05,67,64
24.052234,7.599999999996498e-05,74,64
24.053948,0.0017139999999997713,74,64
24.053967,1.9000000001767603e-05,66,64
24.053983,1.5999999998683734e-05,103,64
24.055051,0.001068000000000069,66,64
24.099755,0.04470399999999941,66,64
24.099831000000002,7.60000000035177e-05,68,64
24.099842,1.0999999997096666e-05,66,64
24.09987,2.800000000036107e-05,7306,64
24.099918,4.7999999999603915e-05,7306,64
24.100352,0.00043400000000204386,66,64
24.100367,1.4999999997655777e-05,2962,64
24.100368,1.0000000010279564e-06,66,64
24.100384,1.5999999998683734e-05,11650,64
24.100387,3.000000003083869e-06,66,64
24.100391,3.999999997006398e-06,2962,64
24.1004,9.00000000214618e-06,4410,64
24.100407,7.000000000090267e-06,13098,64
24.100421,1.4000000000180535e-05,66,64
24.10043,8.999999998593466e-06,66,64
24.10043,0.0,66,64
24.100431,1.0000000010279564e-06,8754,64
24.100437,5.999999999062311e-06,14546,64
24.100447,9.999999999621423e-06,5858,64
24.100455,8.000000001118224e-06,66,64
24.100458,2.9999999995311555e-06,66,64
24.100463,5.000000001587068e-06,66,64
24.100465,1.999999998503199e-06,66,64
24.100465,0.0,66,64
24.10047,5.000000001587068e-06,66,64
24.100471,9.999999974752427e-07,1514,64
24.100477,6.000000002615025e-06,7306,64
24.100484,7.000000000090267e-06,66,64
24.10049,5.999999999062311e-06,66,64
24.100523,3.2999999998395424e-05,66,64
24.100532,9.00000000214618e-06,14546,64
24.100553,2.1000000000270802e-05,66,64
24.190944000000002,0.09039100000000033,34818,64
24.190998,5.3999999998666226e-05,34818,64
24.191023,2.5000000000829914e-05,66,64
24.191032,8.999999998593466e-06,2242,64
24.191036,4.000000000559112e-06,66,64
24.191048,1.1999999998124622e-05,66,64
24.191054,6.000000002615025e-06,34818,64
24.191078,2.3999999999801958e-05,66,64
24.191086,7.99999999756551e-06,24682,64
24.191104,1.8000000000739647e-05,66,64
24.191115,1.100000000064938e-05,90,64
24.191141000000002,2.600000000185787e-05,66,64
24.306941,0.11579999999999657,65226,64
24.307002,6.100000000230921e-05,66,64
24.307039,3.6999999998954536e-05,65226,64
24.307078,3.900000000101045e-05,66,64
24.307089,1.100000000064938e-05,818,64
24.307105,1.5999999998683734e-05,66,64
24.423954,0.11684899999999843,65226,64
24.424003,4.900000000063187e-05,66,64
24.424032,2.9000000001389026e-05,65226,64
24.424059,2.6999999999333113e-05,66,64
24.424069,9.999999999621423e-06,818,64
24.424085,1.6000000002236447e-05,66,64
24.53997,0.11588499999999868,65226,64
24.540041,7.099999999837792e-05,66,64
24.540077,3.600000000147929e-05,65226,64
24.540119,4.2000000000541604e-05,66,64
24.540134,1.4999999997655777e-05,818,64
24.540157,2.3000000002326715e-05,66,64
