log10_block_size,log10_rs,hurst_estimate,aggregation_level
1.0,0.4879195562676544,0.7433476866764153,1
1.041392685158225,0.5214171897789412,0.7433476866764153,1
1.0791812460476249,0.5503343023463778,0.7433476866764153,1
1.1139433523068367,0.5780179981135352,0.7433476866764153,1
1.146128035678238,0.6058453365354398,0.7433476866764153,1
1.1760912590556813,0.6319223291942461,0.7433476866764153,1
1.2041199826559248,0.6566536795644744,0.7433476866764153,1
1.2304489213782739,0.6789275734685737,0.7433476866764153,1
1.255272505103306,0.7011516082023791,0.7433476866764153,1
1.2787536009528289,0.7218221771339518,0.7433476866764153,1
1.3010299956639813,0.7405462958782792,0.7433476866764153,1
1.3222192947339193,0.7609163313597592,0.7433476866764153,1
1.3424226808222062,0.7766983349632753,0.7433476866764153,1
1.3617278360175928,0.7919258308450419,0.7433476866764153,1
1.380211241711606,0.8066746813334715,0.7433476866764153,1
1.3979400086720377,0.8220428227523654,0.7433476866764153,1
1.414973347970818,0.8357928729133941,0.7433476866764153,1
1.4313637641589874,0.846353503859605,0.7433476866764153,1
1.4471580313422192,0.8576724269347811,0.7433476866764153,1
1.462397997898956,0.8682754964711108,0.7433476866764153,1
1.4771212547196624,0.8806711098394142,0.7433476866764153,1
1.4913616938342726,0.8890351238012921,0.7433476866764153,1
1.505149978319906,0.8976139577952755,0.7433476866764153,1
1.5185139398778875,0.9088147040901339,0.7433476866764153,1
1.5314789170422551,0.9177554845369292,0.7433476866764153,1
1.5440680443502757,0.9279109305111698,0.7433476866764153,1
1.5563025007672873,0.9407159448757123,0.7433476866764153,1
1.568201724066995,0.9449242993774981,0.7433476866764153,1
1.5797835966168101,0.9540842443624107,0.7433476866764153,1
1.591064607026499,0.9635630610193574,0.7433476866764153,1
1.6020599913279625,0.9724825420528842,0.7433476866764153,1
1.6127838567197355,0.9824809662671237,0.7433476866764153,1
1.6232492903979006,0.9885825323581373,0.7433476866764153,1
1.6334684555795866,0.9958566390280779,0.7433476866764153,1
1.6434526764861874,1.0006495317756,0.7433476866764153,1
1.6532125137753437,1.0081431368708789,0.7433476866764153,1
1.662757831681574,1.0143227916148037,0.7433476866764153,1
1.6720978579357175,1.0189711679243565,0.7433476866764153,1
1.6812412373755872,1.0302567920599124,0.7433476866764153,1
1.6901960800285136,1.0343207495145883,0.7433476866764153,1
1.6989700043360187,1.0386406728135418,0.7433476866764153,1
1.7075701760979363,1.0452509075380196,0.7433476866764153,1
1.7160033436347992,1.0539946559190534,0.7433476866764153,1
1.7242758696007892,1.062671301283907,0.7433476866764153,1
1.7323937598229686,1.0706969856792605,0.7433476866764153,1
1.7403626894942439,1.0792303401106798,0.7433476866764153,1
1.7481880270062005,1.0790433930346826,0.7433476866764153,1
1.7558748556724915,1.0839878848705609,0.7433476866764153,1
1.7634279935629373,1.0904289228266844,0.7433476866764153,1
1.7708520116421442,1.095882308317382,0.7433476866764153,1
1.7781512503836436,1.0984457108789862,0.7433476866764153,1
1.7853298350107671,1.10326371329443,0.7433476866764153,1
1.792391689498254,1.1107839830652821,0.7433476866764153,1
1.7993405494535817,1.1163185856271476,0.7433476866764153,1
1.806179973983887,1.1184614263938366,0.7433476866764153,1
1.8129133566428555,1.1256338595636266,0.7433476866764153,1
1.8195439355418688,1.1289329871084517,0.7433476866764153,1
1.8260748027008264,1.1311263391605133,0.7433476866764153,1
1.8325089127062364,1.1368639018100708,0.7433476866764153,1
1.8388490907372552,1.1401855891381265,0.7433476866764153,1
1.845098040014257,1.1407267376012835,0.7433476866764153,1
1.8512583487190752,1.1452530434886603,0.7433476866764153,1
1.8573324964312685,1.1553588311803704,0.7433476866764153,1
1.863322860120456,1.1608283067976695,0.7433476866764153,1
1.8692317197309762,1.1653646033040932,0.7433476866764153,1
1.8750612633917,1.1681198160289934,0.7433476866764153,1
1.8808135922807914,1.1746826817194589,0.7433476866764153,1
1.8864907251724818,1.1777584269369645,0.7433476866764153,1
1.8920946026904804,1.1818216535705925,0.7433476866764153,1
1.8976270912904414,1.1854140195199185,0.7433476866764153,1
1.9030899869919435,1.1823707537860337,0.7433476866764153,1
1.9084850188786497,1.1883547787938769,0.7433476866764153,1
1.9138138523837167,1.193851131367781,0.7433476866764153,1
1.919078092376074,1.196502229490376,0.7433476866764153,1
1.9242792860618816,1.2001869981457693,0.7433476866764153,1
1.9294189257142929,1.2041049966503783,0.7433476866764153,1
1.9344984512435677,1.206922360709086,0.7433476866764153,1
1.9395192526186185,1.2079974377268359,0.7433476866764153,1
1.9444826721501687,1.2070128744012143,0.7433476866764153,1
1.9493900066449128,1.2120383933006136,0.7433476866764153,1
1.9542425094393248,1.2165730905531247,0.7433476866764153,1
1.9590413923210936,1.2190777124843153,0.7433476866764153,1
1.9637878273455553,1.2183034066199463,0.7433476866764153,1
1.968482948553935,1.222686986284566,0.7433476866764153,1
1.9731278535996986,1.226023355555537,0.7433476866764153,1
1.9777236052888478,1.2290599554178385,0.7433476866764153,1
1.9822712330395684,1.2264702680758537,0.7433476866764153,1
1.9867717342662448,1.229077581180463,0.7433476866764153,1
1.9912260756924949,1.2313056864333962,0.7433476866764153,1
1.99563519459755,1.2362611442898581,0.7433476866764153,1
2.0,1.2298049293625897,0.7433476866764153,1
1.0,0.5067891652980687,0.7370319890783041,5
1.041392685158225,0.535040557109218,0.7370319890783041,5
1.0791812460476249,0.571032109878445,0.7370319890783041,5
1.1139433523068367,0.5972259457802092,0.7370319890783041,5
1.146128035678238,0.6170540167858116,0.7370319890783041,5
1.1760912590556813,0.6409409359208187,0.7370319890783041,5
1.2041199826559248,0.6659987785295493,0.7370319890783041,5
1.2304489213782739,0.6822906441508626,0.7370319890783041,5
1.255272505103306,0.7016523548390432,0.7370319890783041,5
1.2787536009528289,0.716945779115429,0.7370319890783041,5
1.3010299956639813,0.7193618733683412,0.7370319890783041,5
1.0,0.4708720211706568,,10
