label,value,cdf
lan-gateway-10s,60,0.0
lan-gateway-10s,60,4.026737537247322e-05
lan-gateway-10s,60,8.053475074494645e-05
lan-gateway-10s,60,0.00012080212611741966
lan-gateway-10s,60,0.0001610695014898929
lan-gateway-10s,60,0.00020133687686236612
lan-gateway-10s,60,0.00024160425223483932
lan-gateway-10s,60,0.0002818716276073126
lan-gateway-10s,60,0.0003221390029797858
lan-gateway-10s,60,0.000362406378352259
lan-gateway-10s,60,0.00040267375372473224
lan-gateway-10s,60,0.00044294112909720545
lan-gateway-10s,60,0.00048320850446967865
lan-gateway-10s,60,0.0005234758798421519
lan-gateway-10s,60,0.0005637432552146252
lan-gateway-10s,60,0.0006040106305870984
lan-gateway-10s,60,0.0006442780059595716
lan-gateway-10s,60,0.0006845453813320448
lan-gateway-10s,60,0.000724812756704518
lan-gateway-10s,60,0.0007650801320769912
lan-gateway-10s,60,0.0008053475074494645
lan-gateway-10s,60,0.0008456148828219377
lan-gateway-10s,60,0.0008858822581944109
lan-gateway-10s,60,0.0009261496335668841
lan-gateway-10s,60,0.0009664170089393573
lan-gateway-10s,60,0.0010066843843118305
lan-gateway-10s,60,0.0010469517596843037
lan-gateway-10s,60,0.001087219135056777
lan-gateway-10s,60,0.0011274865104292503
lan-gateway-10s,60,0.0011677538858017235
lan-gateway-10s,60,0.0012080212611741967
lan-gateway-10s,60,0.00124828863654667
lan-gateway-10s,60,0.0012885560119191431
lan-gateway-10s,60,0.0013288233872916163
lan-gateway-10s,60,0.0013690907626640895
lan-gateway-10s,60,0.0014093581380365627
lan-gateway-10s,60,0.001449625513409036
lan-gateway-10s,60,0.0014898928887815091
lan-gateway-10s,60,0.0015301602641539824
lan-gateway-10s,60,0.0015704276395264558
lan-gateway-10s,60,0.001610695014898929
lan-gateway-10s,60,0.0016509623902714022
lan-gateway-10s,60,0.0016912297656438754
lan-gateway-10s,60,0.0017314971410163486
lan-gateway-10s,60,0.0017717645163888218
lan-gateway-10s,60,0.001812031891761295
lan-gateway-10s,60,0.0018522992671337682
lan-gateway-10s,60,0.0018925666425062414
lan-gateway-10s,60,0.0019328340178787146
lan-gateway-10s,60,0.001973101393251188
lan-gateway-10s,60,0.002013368768623661
lan-gateway-10s,60,0.002053636143996134
lan-gateway-10s,60,0.0020939035193686074
lan-gateway-10s,60,0.0021341708947410806
lan-gateway-10s,60,0.002174438270113554
lan-gateway-10s,60,0.002214705645486027
lan-gateway-10s,60,0.0022549730208585007
lan-gateway-10s,60,0.002295240396230974
lan-gateway-10s,60,0.002335507771603447
lan-gateway-10s,60,0.0023757751469759203
lan-gateway-10s,60,0.0024160425223483935
lan-gateway-10s,60,0.0024563098977208667
lan-gateway-10s,60,0.00249657727309334
lan-gateway-10s,60,0.002536844648465813
lan-gateway-10s,60,0.0025771120238382863
lan-gateway-10s,60,0.0026173793992107595
lan-gateway-10s,60,0.0026576467745832327
lan-gateway-10s,60,0.002697914149955706
lan-gateway-10s,60,0.002738181525328179
lan-gateway-10s,60,0.0027784489007006523
lan-gateway-10s,60,0.0028187162760731255
lan-gateway-10s,60,0.0028589836514455987
lan-gateway-10s,60,0.002899251026818072
lan-gateway-10s,60,0.002939518402190545
lan-gateway-10s,60,0.0029797857775630183
lan-gateway-10s,60,0.0030200531529354915
lan-gateway-10s,60,0.0030603205283079647
lan-gateway-10s,60,0.003100587903680438
lan-gateway-10s,60,0.0031408552790529115
lan-gateway-10s,60,0.0031811226544253847
lan-gateway-10s,60,0.003221390029797858
lan-gateway-10s,60,0.003261657405170331
lan-gateway-10s,60,0.0033019247805428044
lan-gateway-10s,60,0.0033421921559152776
lan-gateway-10s,60,0.0033824595312877508
lan-gateway-10s,60,0.003422726906660224
lan-gateway-10s,60,0.003462994282032697
lan-gateway-10s,60,0.0035032616574051704
lan-gateway-10s,60,0.0035435290327776436
lan-gateway-10s,60,0.0035837964081501168
lan-gateway-10s,60,0.00362406378352259
lan-gateway-10s,60,0.003664331158895063
lan-gateway-10s,60,0.0037045985342675364
lan-gateway-10s,60,0.0037448659096400096
lan-gateway-10s,60,0.003785133285012483
lan-gateway-10s,60,0.003825400660384956
lan-gateway-10s,60,0.003865668035757429
lan-gateway-10s,60,0.0039059354111299024
lan-gateway-10s,60,0.003946202786502376
lan-gateway-10s,60,0.003986470161874849
lan-gateway-10s,60,0.004026737537247322
lan-gateway-10s,60,0.004067004912619796
lan-gateway-10s,60,0.004107272287992268
lan-gateway-10s,60,0.004147539663364742
lan-gateway-10s,60,0.004187807038737215
lan-gateway-10s,60,0.0042280744141096884
lan-gateway-10s,60,0.004268341789482161
lan-gateway-10s,60,0.004308609164854635
lan-gateway-10s,60,0.004348876540227108
lan-gateway-10s,60,0.004389143915599581
lan-gateway-10s,60,0.004429411290972054
lan-gateway-10s,60,0.004469678666344528
lan-gateway-10s,60,0.004509946041717001
lan-gateway-10s,60,0.004550213417089474
lan-gateway-10s,60,0.004590480792461948
lan-gateway-10s,60,0.0046307481678344205
lan-gateway-10s,60,0.004671015543206894
lan-gateway-10s,60,0.004711282918579367
lan-gateway-10s,60,0.0047515502939518405
lan-gateway-10s,60,0.004791817669324313
lan-gateway-10s,60,0.004832085044696787
lan-gateway-10s,60,0.00487235242006926
lan-gateway-10s,60,0.004912619795441733
lan-gateway-10s,60,0.004952887170814206
lan-gateway-10s,60,0.00499315454618668
lan-gateway-10s,60,0.0050334219215591525
lan-gateway-10s,60,0.005073689296931626
lan-gateway-10s,60,0.005113956672304099
lan-gateway-10s,60,0.0051542240476765725
lan-gateway-10s,60,0.005194491423049045
lan-gateway-10s,60,0.005234758798421519
lan-gateway-10s,60,0.005275026173793992
lan-gateway-10s,60,0.005315293549166465
lan-gateway-10s,60,0.005355560924538938
lan-gateway-10s,60,0.005395828299911412
lan-gateway-10s,60,0.005436095675283885
lan-gateway-10s,60,0.005476363050656358
lan-gateway-10s,60,0.005516630426028832
lan-gateway-10s,60,0.005556897801401305
lan-gateway-10s,60,0.005597165176773778
lan-gateway-10s,60,0.005637432552146251
lan-gateway-10s,60,0.005677699927518725
lan-gateway-10s,60,0.005717967302891197
lan-gateway-10s,60,0.005758234678263671
lan-gateway-10s,60,0.005798502053636144
lan-gateway-10s,60,0.005838769429008617
lan-gateway-10s,60,0.00587903680438109
lan-gateway-10s,60,0.005919304179753564
lan-gateway-10s,60,0.005959571555126037
lan-gateway-10s,60,0.00599983893049851
lan-gateway-10s,60,0.006040106305870983
lan-gateway-10s,60,0.006080373681243457
lan-gateway-10s,60,0.006120641056615929
lan-gateway-10s,60,0.006160908431988403
lan-gateway-10s,60,0.006201175807360876
lan-gateway-10s,60,0.0062414431827333494
lan-gateway-10s,60,0.006281710558105823
lan-gateway-10s,60,0.006321977933478296
lan-gateway-10s,60,0.0063622453088507695
lan-gateway-10s,60,0.006402512684223242
lan-gateway-10s,60,0.006442780059595716
lan-gateway-10s,60,0.006483047434968189
lan-gateway-10s,60,0.006523314810340662
lan-gateway-10s,60,0.006563582185713135
lan-gateway-10s,60,0.006603849561085609
lan-gateway-10s,60,0.0066441169364580815
lan-gateway-10s,60,0.006684384311830555
lan-gateway-10s,60,0.006724651687203028
lan-gateway-10s,60,0.0067649190625755015
lan-gateway-10s,60,0.006805186437947974
lan-gateway-10s,60,0.006845453813320448
lan-gateway-10s,60,0.006885721188692921
lan-gateway-10s,60,0.006925988564065394
lan-gateway-10s,60,0.006966255939437867
lan-gateway-10s,60,0.007006523314810341
lan-gateway-10s,60,0.0070467906901828135
lan-gateway-10s,60,0.007087058065555287
lan-gateway-10s,60,0.00712732544092776
lan-gateway-10s,60,0.0071675928163002335
lan-gateway-10s,60,0.007207860191672707
lan-gateway-10s,60,0.00724812756704518
lan-gateway-10s,60,0.007288394942417654
lan-gateway-10s,60,0.007328662317790126
lan-gateway-10s,60,0.0073689296931626
lan-gateway-10s,60,0.007409197068535073
lan-gateway-10s,60,0.007449464443907546
lan-gateway-10s,60,0.007489731819280019
lan-gateway-10s,60,0.007529999194652493
lan-gateway-10s,60,0.007570266570024966
lan-gateway-10s,60,0.007610533945397439
lan-gateway-10s,60,0.007650801320769912
lan-gateway-10s,60,0.007691068696142386
lan-gateway-10s,60,0.007731336071514858
lan-gateway-10s,60,0.007771603446887332
lan-gateway-10s,60,0.007811870822259805
lan-gateway-10s,60,0.007852138197632278
lan-gateway-10s,60,0.007892405573004751
lan-gateway-10s,60,0.007932672948377224
lan-gateway-10s,60,0.007972940323749698
lan-gateway-10s,60,0.008013207699122171
lan-gateway-10s,60,0.008053475074494644
lan-gateway-10s,60,0.008093742449867119
lan-gateway-10s,60,0.008134009825239591
lan-gateway-10s,60,0.008174277200612064
lan-gateway-10s,60,0.008214544575984537
lan-gateway-10s,60,0.008254811951357011
lan-gateway-10s,60,0.008295079326729484
lan-gateway-10s,60,0.008335346702101957
lan-gateway-10s,60,0.00837561407747443
lan-gateway-10s,60,0.008415881452846904
lan-gateway-10s,60,0.008456148828219377
lan-gateway-10s,60,0.00849641620359185
lan-gateway-10s,60,0.008536683578964322
lan-gateway-10s,60,0.008576950954336797
lan-gateway-10s,60,0.00861721832970927
lan-gateway-10s,60,0.008657485705081742
lan-gateway-10s,60,0.008697753080454215
lan-gateway-10s,60,0.00873802045582669
lan-gateway-10s,60,0.008778287831199163
lan-gateway-10s,60,0.008818555206571635
lan-gateway-10s,60,0.008858822581944108
lan-gateway-10s,60,0.008899089957316583
lan-gateway-10s,60,0.008939357332689055
lan-gateway-10s,60,0.008979624708061528
lan-gateway-10s,60,0.009019892083434003
lan-gateway-10s,60,0.009060159458806475
lan-gateway-10s,60,0.009100426834178948
lan-gateway-10s,60,0.009140694209551421
lan-gateway-10s,60,0.009180961584923895
lan-gateway-10s,60,0.009221228960296368
lan-gateway-10s,60,0.009261496335668841
lan-gateway-10s,60,0.009301763711041314
lan-gateway-10s,60,0.009342031086413788
lan-gateway-10s,60,0.009382298461786261
lan-gateway-10s,60,0.009422565837158734
lan-gateway-10s,60,0.009462833212531207
lan-gateway-10s,60,0.009503100587903681
lan-gateway-10s,60,0.009543367963276154
lan-gateway-10s,60,0.009583635338648627
lan-gateway-10s,60,0.0096239027140211
lan-gateway-10s,60,0.009664170089393574
lan-gateway-10s,60,0.009704437464766047
lan-gateway-10s,60,0.00974470484013852
lan-gateway-10s,60,0.009784972215510992
lan-gateway-10s,60,0.009825239590883467
lan-gateway-10s,60,0.00986550696625594
lan-gateway-10s,60,0.009905774341628412
lan-gateway-10s,60,0.009946041717000887
lan-gateway-10s,60,0.00998630909237336
lan-gateway-10s,60,0.010026576467745832
lan-gateway-10s,60,0.010066843843118305
lan-gateway-10s,60,0.01010711121849078
lan-gateway-10s,60,0.010147378593863252
lan-gateway-10s,60,0.010187645969235725
lan-gateway-10s,60,0.010227913344608198
lan-gateway-10s,60,0.010268180719980672
lan-gateway-10s,60,0.010308448095353145
lan-gateway-10s,60,0.010348715470725618
lan-gateway-10s,60,0.01038898284609809
lan-gateway-10s,60,0.010429250221470565
lan-gateway-10s,60,0.010469517596843038
lan-gateway-10s,60,0.01050978497221551
lan-gateway-10s,60,0.010550052347587983
lan-gateway-10s,60,0.010590319722960458
lan-gateway-10s,60,0.01063058709833293
lan-gateway-10s,60,0.010670854473705403
lan-gateway-10s,60,0.010711121849077876
lan-gateway-10s,60,0.01075138922445035
lan-gateway-10s,60,0.010791656599822824
lan-gateway-10s,60,0.010831923975195296
lan-gateway-10s,60,0.01087219135056777
lan-gateway-10s,60,0.010912458725940244
lan-gateway-10s,60,0.010952726101312716
lan-gateway-10s,60,0.010992993476685189
lan-gateway-10s,60,0.011033260852057664
lan-gateway-10s,60,0.011073528227430136
lan-gateway-10s,60,0.01111379560280261
lan-gateway-10s,60,0.011154062978175082
lan-gateway-10s,60,0.011194330353547556
lan-gateway-10s,60,0.01123459772892003
lan-gateway-10s,60,0.011274865104292502
lan-gateway-10s,60,0.011315132479664975
lan-gateway-10s,60,0.01135539985503745
lan-gateway-10s,60,0.011395667230409922
lan-gateway-10s,60,0.011435934605782395
lan-gateway-10s,60,0.011476201981154868
lan-gateway-10s,60,0.011516469356527342
lan-gateway-10s,60,0.011556736731899815
lan-gateway-10s,60,0.011597004107272288
lan-gateway-10s,60,0.011637271482644762
lan-gateway-10s,60,0.011677538858017235
lan-gateway-10s,60,0.011717806233389708
lan-gateway-10s,60,0.01175807360876218
lan-gateway-10s,60,0.011798340984134655
lan-gateway-10s,60,0.011838608359507128
lan-gateway-10s,60,0.0118788757348796
lan-gateway-10s,60,0.011919143110252073
lan-gateway-10s,60,0.011959410485624548
