time,inter_arrival,pkt_size,ttl
4.384654,9.200000000042508e-05,117,127
4.384764,0.00010999999999938836,117,127
4.384822,5.8000000000113516e-05,117,127
4.384902,8.00000000005241e-05,91,53
4.385173,0.00027099999999968816,95,239
4.385527,0.0003539999999997434,1294,42
4.385577,4.999999999988347e-05,491,42
4.385578,1.000000000139778e-06,264,117
4.386118,0.0005399999999999849,201,128
4.386666,0.000548000000000215,81,128
4.38697,0.00030399999999985994,66,64
4.387876,0.0009060000000005175,123,64
4.38799,0.00011399999999994748,123,64
4.388098,0.00010799999999999699,66,128
4.388709,0.0006110000000001392,129,64
4.390061,0.0013519999999997978,265,128
4.390132,7.100000000015427e-05,265,127
4.390891,0.0007589999999995101,167,128
4.390893,2.000000000279556e-06,129,64
4.391227,0.0003339999999996124,167,128
4.391913,0.0006859999999999644,437,128
4.392224,0.0003109999999999502,432,128
4.392568,0.000344000000000122,437,128
4.392853,0.0002849999999998687,445,128
4.393146,0.00029300000000009874,445,128
4.393366,0.0002200000000005531,446,128
4.394369,0.0010029999999998651,60,128
4.394371,1.9999999993913775e-06,60,127
4.394372,1.000000000139778e-06,60,128
4.394441,6.899999999987472e-05,60,127
4.394513,7.200000000029405e-05,60,128
4.395796,0.001282999999999923,167,128
4.396171,0.0003750000000000142,1168,64
4.396597,0.00042600000000003746,1168,64
4.396598,1.000000000139778e-06,360,241
4.396598,0.0,1117,64
4.397275,0.0006769999999995946,60,239
4.397554,0.0002790000000008064,60,128
4.397678,0.0001239999999995689,60,128
4.397679,1.000000000139778e-06,66,128
4.397765,8.599999999958641e-05,66,127
4.3981259999999995,0.0003609999999998337,167,51
4.398599,0.0004730000000003898,60,128
4.3986,1.000000000139778e-06,60,127
4.398971,0.0003710000000003433,265,128
4.399044,7.299999999954565e-05,265,127
4.399099,5.499999999969418e-05,167,64
4.399152,5.3000000000302805e-05,60,128
4.401178,0.0020259999999998612,436,51
4.401179,1.000000000139778e-06,167,128
4.403061,0.0018820000000001613,60,128
4.403063,2.000000000279556e-06,78,255
4.403064,9.999999992515995e-07,60,128
4.403113,4.900000000063187e-05,60,127
4.403114,1.000000000139778e-06,60,127
4.404327,0.0012129999999999086,167,52
4.404575,0.000248000000000026,66,128
4.404636,6.099999999964467e-05,66,127
4.404931,0.0002950000000003783,60,49
4.405453,0.0005219999999992453,60,128
4.405454,1.000000000139778e-06,60,127
4.40585,0.000396000000000285,265,128
4.405923,7.299999999954565e-05,265,127
4.4060500000000005,0.0001270000000008764,167,128
4.407057,0.001006999999999536,454,49
4.407262,0.00020500000000023277,78,48
4.407637,0.0003750000000000142,78,48
4.408145,0.0005079999999999529,60,49
4.408654,0.0005090000000000927,167,52
4.409446,0.0007919999999996818,60,128
4.4099260000000005,0.00048000000000048004,60,128
4.409927,9.999999992515995e-07,60,127
4.410015,8.799999999986596e-05,60,128
4.410017,2.000000000279556e-06,60,127
4.411309,0.001292000000000293,91,48
4.4125,0.001190999999999498,1399,55
4.412833,0.0003330000000003608,66,128
4.413984,0.0011510000000001241,60,128
4.414043,5.9000000000253294e-05,60,48
4.414308,0.00026499999999973767,167,52
4.415676,0.001368000000000258,167,128
4.416458,0.0007820000000000604,60,235
4.417461,0.0010029999999998651,67,64
4.417695,0.00023399999999984544,175,1
4.418334,0.0006389999999996121,175,1
4.418686,0.00035200000000035203,167,52
4.418742,5.599999999983396e-05,167,52
4.420592,0.0018500000000001293,60,111
4.420724,0.00013199999999979894,60,128
4.420964,0.00023999999999979593,95,128
4.421155,0.00019100000000005224,489,51
4.421155,0.0,167,52
4.422394,0.0012389999999999901,105,52
4.423084,0.0006900000000005235,60,128
4.423086,1.9999999993913775e-06,78,255
4.423415,0.00032900000000068985,97,52
4.42368,0.00026499999999973767,111,52
4.424918,0.0012379999999998503,167,128
4.425636,0.0007179999999999964,91,128
4.425929,0.00029300000000009874,91,128
4.426165,0.000236000000000125,91,128
4.426167,2.000000000279556e-06,60,128
4.426402,0.00023499999999998522,91,128
4.427236,0.0008339999999993353,167,128
4.427325,8.900000000000574e-05,167,128
4.427714,0.00038900000000019475,60,128
4.428029,0.0003150000000005093,60,127
4.428479,0.0004499999999998394,78,48
4.428578,9.899999999962716e-05,78,48
4.4289819999999995,0.0004039999999996269,78,48
4.429038,5.600000000072214e-05,66,128
4.429106,6.799999999973494e-05,66,127
4.429271,0.00016499999999997073,66,54
4.429273,2.000000000279556e-06,60,128
4.4293379999999996,6.49999999993156e-05,60,128
4.429394,5.600000000072214e-05,60,127
4.429396,1.9999999993913775e-06,78,56
4.429673,0.0002770000000005268,167,52
4.430181,0.0005079999999999529,66,52
4.4303,0.00011899999999975819,66,52
4.430429,0.0001290000000002678,60,243
4.430514,8.499999999944663e-05,78,56
4.430605,9.10000000002853e-05,66,52
4.430606,1.000000000139778e-06,60,128
4.430744,0.00013799999999974943,66,52
4.43089,0.00014599999999997948,78,56
4.431483,0.0005930000000002877,78,56
4.431589,0.00010599999999971743,66,52
4.431726,0.00013700000000049783,66,54
4.431904,0.00017800000000001148,78,56
4.432317,0.0004129999999999967,167,128
4.432678,0.0003609999999998337,167,128
4.433094,0.00041599999999952786,60,55
4.434436,0.0013420000000001764,1514,55
4.435626,0.0011900000000002464,1514,55
4.435833,0.00020699999999962415,1514,55
4.435958,0.00012500000000059686,1514,55
4.436081,0.00012299999999942912,1514,55
4.436204,0.0001230000000003173,1514,55
4.436274,7.00000000000145e-05,60,128
4.436337,6.299999999992423e-05,1514,55
4.436463,0.00012599999999984846,1514,55
4.436645,0.0001820000000005706,1230,128
4.4371030000000005,0.00045800000000006946,1514,55
4.437257,0.00015399999999932135,1514,55
4.43738,0.0001230000000003173,1514,55
4.437494,0.00011399999999994748,66,128
4.437495,1.000000000139778e-06,1514,55
4.437627,0.00013199999999979894,1514,55
4.437628,1.000000000139778e-06,66,127
4.437797,0.00016899999999964166,1514,55
4.437847,4.999999999988347e-05,60,128
4.437922,7.500000000071338e-05,1514,55
4.437922,0.0,60,127
4.438051,0.0001289999999993796,1514,55
4.438052,1.000000000139778e-06,167,51
4.438054,2.000000000279556e-06,265,128
4.438054,0.0,60,242
4.438144,9.000000000014552e-05,265,127
4.43825,0.00010599999999971743,60,128
4.438386,0.00013600000000035806,1376,55
4.438386,0.0,66,243
4.438387,9.999999992515995e-07,66,243
4.438526,0.0001390000000007774,73,64
4.438577,5.100000000002325e-05,60,128
4.438579,1.9999999993913775e-06,60,128
4.43858,1.000000000139778e-06,66,243
4.438676,9.600000000009601e-05,60,243
4.439033,0.00035700000000016274,60,128
4.439082,4.899999999974369e-05,1514,55
4.439133,5.100000000002325e-05,60,128
4.439428,0.0002950000000003783,265,128
4.4395,7.199999999940587e-05,265,127
4.439551,5.100000000002325e-05,1434,128
4.439551,0.0,659,128
4.439551,0.0,60,128
4.439934,0.00038300000000024426,167,128
4.440427,0.0004929999999996326,1434,128
4.440488,6.100000000053285e-05,802,128
4.440736,0.000248000000000026,1514,55
4.440835,9.899999999962716e-05,60,128
4.44092,8.500000000033481e-05,1514,55
4.44092,0.0,313,55
4.440921,1.000000000139778e-06,67,51
4.441154,0.00023299999999970566,1514,55
4.441284,0.0001299999999995194,1173,55
4.441334,5.000000000077165e-05,534,55
4.441506,0.000172000000000061,1434,128
4.441562,5.599999999983396e-05,742,128
4.441562,0.0,60,128
4.441611,4.899999999974369e-05,1514,55
4.441663,5.200000000016303e-05,60,128
4.441732,6.899999999987472e-05,1514,55
4.441732,0.0,94,51
4.441782,4.999999999988347e-05,185,51
4.441944,0.00016200000000043957,531,55
4.441945,9.999999992515995e-07,93,51
4.442063,0.00011800000000050659,191,51
4.442156,9.299999999967667e-05,60,128
4.442157,1.000000000139778e-06,60,128
4.442158,1.000000000139778e-06,60,127
4.442206,4.7999999999603915e-05,60,128
4.442284,7.800000000024454e-05,726,55
4.442285,1.000000000139778e-06,60,127
4.442286,1.000000000139778e-06,60,127
4.442464,0.00017800000000001148,95,128
4.442631,0.00016700000000025028,60,128
4.442632,9.999999992515995e-07,60,128
4.442814,0.0001820000000005706,60,128
4.443076,0.00026199999999931833,78,255
4.443078,2.000000000279556e-06,60,128
4.443079,1.000000000139778e-06,60,128
4.443494,0.00041500000000027626,189,55
4.443924,0.0004299999999997084,81,128
4.444556,0.00063200000000041,66,128
4.444735,0.00017899999999926308,66,128
4.444859,0.00012400000000045708,66,128
4.444979,0.00011999999999989797,66,128
4.445107,0.000128000000000128,66,128
4.445255,0.00014800000000025904,66,128
4.446084,0.0008289999999995246,66,54
4.446217,0.00013299999999993872,167,128
4.446218,1.000000000139778e-06,60,128
4.4462720000000004,5.400000000044258e-05,60,127
4.446466,0.0001939999999995834,60,128
4.446467,1.000000000139778e-06,60,127
4.446621,0.00015400000000020952,60,128
4.446622,9.999999992515995e-07,60,127
4.447876,0.0012540000000003104,60,128
4.448056,0.00018000000000029104,60,128
4.44812,6.4000000000064e-05,60,128
4.448947,0.0008270000000001332,78,56
4.4498809999999995,0.0009339999999991022,74,51
4.449988,0.00010700000000074539,66,64
4.450131,0.00014299999999956015,60,243
4.450773,0.0006420000000000314,443,64
4.451588,0.0008150000000002322,81,128
4.451792,0.000204000000000093,1001,49
4.451907,0.00011500000000008725,66,64
4.452276,0.0003690000000000637,82,128
4.452865,0.0005889999999997286,66,49
4.4533059999999995,0.0004409999999994696,66,64
4.454065,0.0007590000000003982,167,46
4.454689,0.00062400000000018,167,48
4.454989,0.000300000000000189,66,128
4.455055,6.599999999945538e-05,66,127
4.455338,0.0002830000000004773,60,128
4.45534,1.9999999993913775e-06,60,127
4.455401,6.100000000053285e-05,91,45
4.456287,0.0008859999999994983,167,128
4.457813,0.0015260000000001384,91,53
4.45812,0.00030700000000027927,60,128
4.458826,0.0007060000000000954,91,52
4.459292,0.00046599999999941133,167,52
4.459839,0.0005470000000000752,91,51
4.460057,0.00021800000000027353,91,52
4.460186,0.0001290000000002678,67,64
4.460698,0.0005119999999996239,67,51
4.462151,0.0014530000000005927,74,64
4.4622720000000005,0.00012100000000003774,66,54
4.462945,0.0006729999999999237,167,51
4.463356,0.00041099999999971715,66,54
4.464168,0.0008119999999998129,60,128
4.464345,0.0001769999999998717,60,52
4.46446,0.00011500000000008725,60,128
4.464535,7.49999999998252e-05,60,128
4.465362,0.0008270000000001332,78,56
4.465425,6.299999999992423e-05,265,128
4.465497,7.200000000029405e-05,265,127
4.465702,0.00020500000000023277,78,255
4.4672979999999995,0.0015959999999992647,74,51
4.467419,0.00012100000000003774,66,64
4.467982,0.0005630000000005353,461,64
4.468187,0.00020500000000023277,60,243
4.469012,0.0008249999999998536,60,243
4.469512,0.0004999999999997229,60,128
4.469514,2.000000000279556e-06,60,127
4.469766,0.0002519999999996969,60,128
4.469768,2.000000000279556e-06,60,127
4.469846,7.800000000024454e-05,60,243
4.469848,1.9999999993913775e-06,60,128
4.469849,1.000000000139778e-06,60,127
4.470737,0.0008879999999997779,66,128
4.470798,6.100000000053285e-05,66,127
4.471183,0.00038499999999963563,1434,243
4.471183,0.0,134,243
4.471387,0.000204000000000093,1434,243
4.471388,1.000000000139778e-06,233,243
4.471389,1.000000000139778e-06,60,243
4.471545,0.0001559999999996009,191,51
4.471647,0.0001020000000000465,60,128
4.471649,2.000000000279556e-06,60,127
4.4717970000000005,0.00014800000000025904,60,51
4.471949,0.00015199999999992997,60,128
4.47204,9.099999999939712e-05,265,128
4.472113,7.300000000043383e-05,265,127
4.472317,0.000204000000000093,60,128
4.473207,0.0008900000000000574,91,128
4.473209,1.9999999993913775e-06,91,128
4.47321,1.000000000139778e-06,91,128
4.473212,2.000000000279556e-06,82,128
4.4738240000000005,0.000612000000000279,1434,243
4.473825,9.999999992515995e-07,134,243
4.474795,0.0009700000000005815,66,128
4.474797,1.9999999993913775e-06,386,243
4.474865,6.800000000062312e-05,66,127
4.474867,1.9999999993913775e-06,60,243
4.474957,9.000000000014552e-05,97,51
4.4750119999999995,5.499999999969418e-05,167,48
4.475105,9.300000000056485e-05,167,46
4.475107,2.000000000279556e-06,60,128
4.475338,0.0002309999999994261,89,115
4.47576,0.0004220000000003665,103,128
4.476053,0.00029300000000009874,60,128
4.476171,0.00011799999999961841,60,128
4.476224,5.3000000000302805e-05,60,128
4.476226,1.9999999993913775e-06,60,127
4.476374,0.00014800000000025904,60,128
4.476375,1.000000000139778e-06,60,128
4.476376,1.000000000139778e-06,60,127
4.476383,7.000000000090267e-06,60,127
4.476593,0.00021000000000004349,265,128
4.476668,7.49999999998252e-05,265,127
4.477055,0.0003869999999999152,82,128
4.47714,8.500000000033481e-05,66,128
4.477221,8.09999999997757e-05,167,128
4.477343,0.00012200000000017752,66,52
4.477459,0.00011599999999933885,98,51
4.478832,0.0013730000000000686,82,128
4.47926,0.000428000000000317,167,52
4.479538,0.0002779999999997784,160,1
4.480685,0.0011470000000004532,66,49
4.481046,0.0003609999999998337,60,128
4.481047,1.000000000139778e-06,60,127
4.4811440000000005,9.700000000023579e-05,60,128
4.481145,9.999999992515995e-07,60,127
4.481652,0.0005070000000007013,521,51
4.481904,0.0002519999999996969,1168,64
4.482058,0.00015400000000020952,175,1
4.4825420000000005,0.000484000000000151,1168,64
4.482543,9.999999992515995e-07,662,64
4.483034,0.0004910000000002412,430,52
4.483098,6.4000000000064e-05,78,255
4.484265,0.001166999999999696,1434,243
4.484266,1.000000000139778e-06,60,243
4.484267,1.000000000139778e-06,60,243
4.484339,7.200000000029405e-05,89,117
4.484687,0.0003479999999997929,95,242
4.484958,0.00027099999999968816,507,51
4.484959,1.000000000139778e-06,66,51
4.485083,0.00012400000000045708,66,64
4.485288,0.0002049999999993446,165,128
4.485627,0.0003390000000003113,60,128
4.485721,9.399999999981645e-05,60,128
4.485988,0.0002670000000000172,66,64
4.487726,0.0017380000000004614,78,57
4.488309,0.0005829999999997781,165,128
4.488311,2.000000000279556e-06,165,128
4.488425,0.00011399999999994748,165,128
4.488539,0.00011399999999994748,165,128
4.490933,0.002393999999999785,167,128
4.491199,0.00026599999999987745,167,128
4.492162,0.0009630000000004912,66,128
4.492868,0.0007059999999992073,67,64
4.493015,0.00014700000000011926,66,54
4.493169,0.00015400000000020952,60,128
4.49387,0.0007010000000002847,66,54
4.493989,0.00011899999999975819,60,41
4.494402,0.0004129999999999967,1514,128
4.494452,4.999999999988347e-05,536,128
4.494452,0.0,60,128
4.494869,0.00041699999999966764,1514,128
4.494918,4.900000000063187e-05,539,128
4.495802,0.0008840000000001069,167,128
4.496829,0.001026999999999667,66,54
4.4969149999999996,8.599999999958641e-05,167,64
4.497034,0.00011900000000064637,66,54
4.497035,1.000000000139778e-06,60,128
4.497249,0.00021399999999971442,66,54
4.497618,0.0003690000000000637,66,54
4.497719,0.00010099999999990672,60,185
4.497833,0.00011399999999994748,60,64
4.497891,5.8000000000113516e-05,60,128
4.497892,1.000000000139778e-06,60,128
4.497894,1.9999999993913775e-06,60,128
4.497964,7.00000000000145e-05,167,51
4.498483,0.0005190000000006023,782,64
4.499078,0.0005949999999996791,1514,128
4.499128,4.999999999988347e-05,547,128
4.499789,0.0006610000000000227,66,128
4.499839,4.999999999988347e-05,1514,128
4.49984,1.000000000139778e-06,66,127
4.499841,1.000000000139778e-06,539,128
4.500461,0.0006199999999996209,1514,128
4.50051,4.900000000063187e-05,554,128
4.500743,0.00023299999999970566,60,128
4.500745,2.000000000279556e-06,60,127
4.501,0.00025500000000011624,1434,243
4.501,0.0,67,51
4.501049,4.899999999974369e-05,1514,128
4.50105,1.000000000139778e-06,536,128
4.501162,0.00011199999999966792,167,128
4.501954,0.0007919999999996818,66,128
4.502014,6.000000000039307e-05,66,127
4.502185,0.00017099999999992122,91,128
4.502187,2.000000000279556e-06,91,128
4.502188,1.000000000139778e-06,91,128
4.502313,0.00012499999999970868,134,243
4.50275,0.00043699999999979866,1434,243
4.502809,5.9000000000253294e-05,60,128
4.502868,5.9000000000253294e-05,1434,243
4.502868,0.0,60,48
4.50287,1.9999999993913775e-06,193,51
4.502871,1.000000000139778e-06,60,128
4.502872,1.000000000139778e-06,78,57
4.50294,6.799999999973494e-05,60,127
4.503095,0.0001550000000003493,60,128
4.503153,5.8000000000113516e-05,78,255
4.503302,0.00014899999999951064,265,128
4.503377,7.500000000071338e-05,265,127
4.504329,0.0009519999999998419,60,49
4.504411,8.199999999991547e-05,60,128
4.504608,0.00019700000000000273,60,243
4.5048259999999996,0.00021799999999938535,167,52
4.504885,5.9000000000253294e-05,82,128
4.504887,2.000000000279556e-06,66,128
4.505006,0.00011899999999975819,66,127
4.505478,0.00047200000000025,60,49
4.505641,0.00016299999999969117,193,51
4.505774,0.00013299999999993872,60,128
4.505776,2.000000000279556e-06,454,49
4.505776,0.0,60,127
4.505823,4.7000000000352316e-05,60,49
4.505921,9.799999999948739e-05,98,51
4.506047,0.00012599999999984846,167,128
4.50687,0.0008230000000004623,66,128
4.506928,5.8000000000113516e-05,60,128
4.50693,1.9999999993913775e-06,66,127
4.507185,0.00025500000000011624,82,128
4.507187,2.000000000279556e-06,78,52
4.5072849999999995,9.799999999948739e-05,78,51
4.5073609999999995,7.599999999996498e-05,78,52
4.507437,7.600000000085316e-05,60,128
4.507438,9.999999992515995e-07,60,127
4.507542,0.00010400000000032605,60,128
4.507544,2.000000000279556e-06,60,127
4.507703,0.00015900000000002024,454,49
4.507771,6.799999999973494e-05,60,128
4.507773,2.000000000279556e-06,60,127
4.508145,0.0003719999999995949,82,128
4.508147,2.000000000279556e-06,265,128
4.50824,9.299999999967667e-05,60,128
4.508242,2.000000000279556e-06,265,127
4.508712,0.00046999999999997044,60,49
4.508902,0.00018999999999991246,60,243
4.50896,5.8000000000113516e-05,167,52
4.509038,7.800000000024454e-05,60,240
4.509223,0.00018500000000010175,60,242
4.509282,5.8999999999365116e-05,60,128
4.510187,0.0009050000000003777,91,50
4.510315,0.000128000000000128,91,51
4.510435,0.00011999999999989797,91,51
4.510533,9.799999999948739e-05,60,49
4.510693,0.00016000000000016001,265,128
4.510768,7.49999999998252e-05,265,127
4.511176,0.000408000000000186,60,128
4.511177,1.000000000139778e-06,66,128
4.511896,0.0007190000000001362,1366,64
4.5122,0.00030399999999985994,60,128
4.512436,0.000236000000000125,60,128
4.512437,1.000000000139778e-06,60,128
4.512439,1.9999999993913775e-06,60,127
4.512501,6.200000000067263e-05,60,127
4.514038,0.0015369999999998996,114,128
4.514108,7.00000000000145e-05,114,127
4.514261,0.00015300000000006975,167,52
4.514681,0.00042000000000008697,67,64
4.514682,9.999999992515995e-07,66,128
4.515249,0.0005670000000002062,265,128
4.515321,7.200000000029405e-05,265,127
4.515696,0.0003750000000000142,167,128
4.516299,0.0006029999999999092,1514,241
4.516383,8.400000000019503e-05,60,128
4.516384,1.000000000139778e-06,60,127
4.516483,9.899999999962716e-05,60,128
4.516484,1.000000000139778e-06,66,128
4.5164860000000004,2.000000000279556e-06,60,127
4.51658,9.399999999981645e-05,66,127
4.517315,0.0007349999999997081,1514,241
4.51737,5.499999999969418e-05,60,128
4.51752,0.0001500000000005386,1514,241
4.517521,1.000000000139778e-06,60,127
4.517703,0.00018199999999968242,78,53
4.517704,1.000000000139778e-06,265,128
4.517788,8.400000000019503e-05,265,127
4.5177890000000005,1.000000000139778e-06,78,53
4.518656,0.000866999999999507,60,128
4.518658,2.000000000279556e-06,1514,241
4.518796,0.00013799999999974943,1514,241
4.51889,9.399999999981645e-05,60,128
4.518939,4.899999999974369e-05,1514,241
4.51894,1.000000000139778e-06,167,52
4.518942,2.000000000279556e-06,66,51
4.518943,1.000000000139778e-06,78,52
4.51936,0.00041699999999966764,167,52
4.519837,0.0004770000000000607,1254,64
4.520501,0.000664000000000442,78,57
4.520688,0.00018699999999949313,167,52
4.5209150000000005,0.00022700000000064335,60,128
4.520916,9.999999992515995e-07,60,127
4.521068,0.00015199999999992997,60,128
4.52107,2.000000000279556e-06,60,127
4.521202,0.00013199999999979894,508,51
4.521518,0.0003160000000006491,60,241
4.521735,0.00021699999999924557,60,128
